,x,y,z,vx,vy,vz,m,id,speed
0,-1.1524249,2.6742232,1.6760259,0.18374911,-0.19736862,-0.14185318,1.5625001e-05,1797,0.3046972797098932
1,-0.14116059,0.74694628,-0.028097732,0.30324692,-0.10722619,-0.23356187,1.5625001e-05,4591,0.39750131751894785
2,-2.3152804,-4.5636063,0.63308465,0.12714952,-0.027407842,-0.014732665,1.5625001e-05,5856,0.1309016487953058
3,1.7207899,0.45036498,-1.4388902,0.1911522,0.02697164,0.13125323,1.5625001e-05,6621,0.23343959243145218
4,0.32846025,1.3779621,0.92237794,-0.18105829,-0.051548183,-0.36248189,1.5625001e-05,8011,0.40845127019792415
5,-4.8024273,9.4818258,33.867641,-0.0013356932,0.012596969,0.056913812,1.5625001e-05,10466,0.0583065150792159
6,0.0072523979,-0.89726043,-1.3058003,-0.32945633,0.025567688,-0.40079466,1.5625001e-05,16750,0.519453115816288
7,0.62992191,-2.3120143,-0.67868763,-0.068247929,0.29494023,0.076611385,1.5625001e-05,19600,0.31227683775275455
8,0.033812031,0.072871245,-0.020676821,0.45045787,-0.61814404,1.4347442,1.5625001e-05,22770,1.6258859942400938
9,3.0998816,0.10426234,-1.3211477,0.19738202,0.060781524,-0.062054243,1.5625001e-05,26765,0.21564968016054653
10,-0.25570321,0.031857464,-0.61548162,0.18662235,0.23560718,0.67759436,1.5625001e-05,29582,0.7412642993500257
11,-1.5593753,-0.63085026,-0.40656632,-0.27296314,-0.27742812,0.29576609,1.5625001e-05,34497,0.4888280040661358
12,0.068871275,0.34826884,-0.0061964407,0.6203149,-1.1027553,0.53583449,1.5625001e-05,35526,1.3740372729710284
13,-0.08920224,0.49762255,-0.48492593,-0.16469441,1.0471328,-0.087678924,1.5625001e-05,38199,1.0636253772992095
14,-0.73584008,-0.94925606,-0.55651391,-0.26971406,-0.49503666,-0.54669607,1.5625001e-05,46544,0.7852920233003032
15,0.79271793,0.33774108,1.4433864,-0.18756919,0.072096772,0.16960417,1.5625001e-05,46586,0.2629557378181069
16,0.37575829,-0.71235633,0.49971816,0.44146457,0.27023286,-0.016689228,1.5625001e-05,47597,0.517875752975847
17,-0.33226782,1.6260027,-1.587414,0.095730834,-0.045661472,0.10212881,1.5625001e-05,49827,0.14724013187836543
18,-0.39462158,0.13643354,0.21751963,0.24069072,0.084207468,-0.24803764,1.5625001e-05,50170,0.35573247141336284
19,0.066874258,-0.21828339,-0.6492067,0.23093179,0.17583992,0.94084758,1.5625001e-05,53000,0.9846031372538211
20,-0.88489056,0.54677898,0.14332032,-0.28361297,0.61417109,-0.3272942,1.5625001e-05,54442,0.7515077763387742
21,3.4842143,-1.4272577,-2.3700445,0.0085473247,0.08588779,0.0067987624,1.5625001e-05,57698,0.086579399401838
22,-0.25822198,0.047333021,-0.22126696,1.0578845,0.066582434,1.0245645,1.5625001e-05,59117,1.4742066512256224
23,1.7996521,0.55429184,-1.7086358,-0.059147313,-0.049523469,0.10812185,1.5625001e-05,59636,0.13282060481844085
24,-0.025014499,2.3544519,0.38614106,0.030165795,0.54208517,0.064257644,1.5625001e-05,63358,0.5467132260466557
25,0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771,0.6187788251600337
26,0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839,0.5766643144640867
27,-0.11080591,-1.1051117,4.5203261,-0.055412844,0.068666004,-0.2481274,1.5625001e-05,3150,0.2633492168514202
28,-1.9531165,-0.36935374,-0.20559065,-0.7341193,-0.1391838,-0.075435936,1.5625001e-05,23650,0.75099524449568
29,0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534,0.35528119688664217
