x,x_derivative,y,y_derivative,z,z_derivative,vx,vx_derivative,vy,vy_derivative,vz,vz_derivative,m,m_derivative,id
-1.152425023922259,3.2741782629528062e-06,2.674223163521997,9.637936424953106e-07,1.6760258607335474,1.037467897774746e-06,0.18374910483955997,1.3634516291853576e-07,-0.1973686019629715,-4.765604423188292e-07,-0.14185317092411454,-2.3979603959534107e-07,1.5625001e-05,0.0,1797
-0.11080591040222325,1.0627231934850263e-08,-1.1051117066679013,1.7617413553184986e-07,4.52032612655635,-7.016513688654434e-07,-0.055412837601765214,-1.6904922024699271e-07,0.06866600452137435,-1.377535058449101e-08,-0.24812740922633472,2.4377109406762146e-07,1.5625001e-05,0.0,3150
-0.06253998850421336,0.11488276492031213,0.4924345775489618,0.686548390091549,0.05185674082219203,0.006611395352269539,0.3320153420401226,1.1553444412502762,0.00610582586772801,0.11876943888542302,-0.4458833475964682,-1.0695464135215236,1.5625001e-05,0.0,4591
-2.3152803466085006,-1.4106689879216423e-06,-4.563606331774054,8.395095224021465e-07,0.6330846357083673,3.776024895891559e-07,0.12714952287459638,-7.59503670725067e-08,-0.027407841831821746,-4.443476015313371e-09,-0.014732664612416598,-1.0240429496337232e-08,1.5625001e-05,0.0,5856
-0.6359829397148933,0.00010250683193757887,0.29512398321388383,2.792158696942961e-05,1.0643382444733203,0.00010186774963621688,-0.1905683707119146,-7.114921914408929e-06,-0.19998034339861884,1.7263593912755456e-05,-0.646060834486635,7.119164584738487e-05,1.5625001e-05,0.0,6621
0.7227521380015333,1.8602250537293883,-2.3600953712819615,-3.520461471698086,-0.4380910867043681,-1.8049815516560934,-0.2047778936782863,0.38462809143106363,0.43841940470859386,-1.0101320002566183,0.1197553611279134,-0.332530970513079,1.5625001e-05,0.0,8011
23.996589661240993,-15.033223601634639,-8.328030838803814,5.043559125171058,11.788336364849322,-8.25955207533799,-0.0785449546539346,-0.3866961000206868,0.025199866298452597,0.14187321872720726,-0.048312855075751386,-0.15882408077643756,1.5625001e-05,0.0,10466
4.503844927240353,3.876540425600993,0.22046760860880932,-3.9384356920005956,3.402662256661311,-3.68600302990152,0.19568665552618647,-0.09269907276085032,-0.06042541395935427,-0.285013281153896,0.04674842336952684,-0.5255364895034633,1.5625001e-05,0.0,16750
0.32796299086371183,-0.0006085037021804776,2.3805354234355827,0.02544038128666698,-3.3081798167924217,-0.00325729374141194,-0.03000364607383448,-0.0005616869361889845,-0.15980345273148866,-0.0013606210749787587,0.2800507838872565,0.002120465056718649,1.5625001e-05,0.0,19600
-0.0448979335977695,0.2635966273527255,-0.7998292943762704,0.8939050472301757,-0.242754870281368,0.1787941722835611,0.5949591422536487,-0.3182771988764981,0.05285703242692352,0.2168556662719019,0.10679795099326206,-0.06506713074035897,1.5625001e-05,0.0,22770
-1.9531164922848618,-2.0384342667845734e-07,-0.36935373688600925,-8.227545983806907e-08,-0.2055906534043296,8.994656861301916e-08,-0.7341193058727612,1.5516556077129043e-07,-0.13918380124358345,3.285700196198264e-08,-0.07543593626866646,7.098497684135268e-09,1.5625001e-05,0.0,23650
0.6489136320409826,0.00036033162524849336,0.7840847109191442,0.00024939210781524087,-0.6917290163016494,-0.00026748054277060196,-0.5379232995854832,0.00019735562144976748,-0.41317733586530775,-0.0002183485872897196,0.5748674509108921,-0.00022434029297989334,1.5625001e-05,0.0,26765
0.95343065,0.0,-1.9322829,0.0,0.44176874,0.0,-0.40899679,0.0,0.45636433,0.0,0.085676476,0.0,1.5625001e-05,0.0,26771
-0.354088097915205,0.28884026111475997,-0.543315564758933,-0.6811107541904959,-0.5612009284601966,-0.21937077099636904,-0.6776221350937466,-0.9226568277773355,-0.0949300606363126,0.05241158360865583,-0.5010241219999636,-0.5657099543386477,1.5625001e-05,0.0,29582
-0.16755750804431446,-0.00014061260480743268,-0.05753632542616379,4.7701576390267366e-05,0.3744777034614059,-0.00011713749482745637,0.9828147572663711,-0.00014101713191997018,0.5105539348230174,-6.882262295681261e-05,0.3558013995189257,0.00020398459107360363,1.5625001e-05,0.0,34497
-1.7275577660349515,2.268682027399577,1.8636682605538897,-2.2690015543017954,-2.1540795421492156,1.848613881513427,0.07240268628378557,0.20835536904338636,0.03807554885284168,-0.27022554703081136,-0.06967738921904112,0.4022214050039603,1.5625001e-05,0.0,35526
0.8620912325301859,3.322389671626415e-05,0.297114495122077,3.827852642208559e-06,1.069059132400254,4.670215597645498e-05,0.13796108260753803,9.706960019292149e-06,-0.23161340959772644,-4.50223732929753e-06,0.04561592262130461,6.298257871810995e-06,1.5625001e-05,0.0,38199
0.8944330994676299,-0.00045258157052444417,1.3155538202476869,0.0009321343811969102,0.0850591547700799,0.0010855486501851353,0.04501523586681547,-0.0001050472838039385,0.37736838339278644,0.00010321736006836636,0.1819355107304759,0.00023460120496079863,1.5625001e-05,0.0,46544
0.8337723100797725,-0.006367253854001845,2.5096477583457606,-0.7752162251133585,2.7496769444583284,-0.9671449429472467,-0.03650259428123294,0.00034139611807564203,0.08976882356063078,0.02192051556148744,0.11834172700698198,0.026442708317889058,1.5625001e-05,0.0,46586
0.9472677507785973,-0.00130813557195447,-0.6551548846434954,0.0013637222662007849,0.06159224727105529,-0.00021721607736311646,0.5691447517174986,-0.0009015376792843336,0.23348838224704588,-0.0010643064353221933,0.017255918458467242,0.00024338023947338022,1.5625001e-05,0.0,47597
-0.2279678227169536,-0.9831738698633599,-1.0544268643978425,-0.10240894556083191,-0.9265363838987932,-1.3474492090555428,0.13575817353420666,0.2163385712509458,0.019692821112012926,0.04721557420064726,0.11269721852610258,0.3235701833726661,1.5625001e-05,0.0,49827
-0.585388246140465,0.35139597722588756,0.0032393695824232682,-0.7887413298624024,0.5679956069605998,0.013203814784784829,-0.18148130200151186,0.17806003124373213,-0.3705272133471311,0.13805987767763594,0.16443640660297532,-0.44804657815948645,1.5625001e-05,0.0,50170
0.3448588,0.0,-2.6589162,0.0,-0.69997317,0.0,-0.31755161,0.0,0.031102611,0.0,-0.15626366,0.0,1.5625001e-05,0.0,50534
-0.09569288959141296,1.4230246544478197e-05,-0.7637841091897115,-2.670684914053207e-05,0.8599128783349549,2.9503276215569492e-06,-0.02637762111883438,-1.0248296730806892e-05,0.41282838414731565,2.208425438325368e-05,-0.349735597642825,1.2091485441945014e-05,1.5625001e-05,0.0,53000
0.8243619299648485,-0.41795317810221233,-0.85072006113067,0.4209942922524941,0.7755306285933593,-0.33985701180115546,-0.18437798280985046,0.11785354720347707,-0.42809300275000806,0.20663838349217634,0.40389020289374983,-0.19438210802497768,1.5625001e-05,0.0,54442
-3.1300416993011457,3.961337747555112e-05,-1.387433061565916,-6.299721309602191e-06,1.442949608334532,-2.3999313804473534e-05,0.3049694807527303,-1.340949462118296e-06,0.034918373490065824,4.362127359584134e-07,-0.15793410923970333,7.725488694969914e-07,1.5625001e-05,0.0,57698
0.16184409,0.0,0.64355642,0.0,1.2994611,0.0,-0.073649824,0.0,-0.46022671,0.0,-0.33957151,0.0,1.5625001e-05,0.0,57839
-1.5749596386949007,-0.009138733097456164,-1.2725404485459888,1.5832620789911165,2.3588621451110976,1.292921442433764,-0.10062619352834928,-0.21115305339964313,-0.08783840440931096,0.10688237940010237,0.12604968632926083,-0.04983163104400856,1.5625001e-05,0.0,59117
1.2242696028221713,-1.1112416765033357,3.412179919216046,1.0331753806913895,0.19201523510320095,-3.802128117121998,0.05610443022720235,0.342656919915028,0.07747792265814363,0.33627992313063526,0.07326734430436432,0.39325766179710175,1.5625001e-05,0.0,59636
4.306277556939877,-0.059409635678330464,4.165983172253537,-0.0394963607073171,2.586054047762299,-0.025643063755251494,-0.06382052569117361,-0.008359182709349558,-0.08423049597090035,0.017703780873060224,-0.054536750730267494,0.011250521671647473,1.5625001e-05,0.0,63358
