x,y,z,vx,vy,vz,m,id
-2.781196188002243,0.9912822096876025,0.23854690439041992,-0.3280320986388907,-0.047539912008530055,0.04119024582305185,1.5625001e-05,1797
-0.0918808923271775,-0.7913800858906996,3.2708225004414855,-0.35645638011214187,0.04413480388514236,0.18598115165626056,1.5625001e-05,3150
0.152919384183561,-0.7297785369729923,-0.10309892771614645,-0.5803509004381385,0.472881475968537,0.504994176184907,1.5625001e-05,4591
0.9360562339579119,-2.3919424922595125,0.02433323035533355,0.0699107674471976,0.03269585371461786,-0.0016590112736611898,1.5625001e-05,5856
-1.4676322606683647,-0.18039849778214495,-0.46050211264455365,0.5360375911606092,0.1070448288103815,-0.2308298006624601,1.5625001e-05,6621
-0.6012737835313312,-0.287695766529971,-1.258321840404935,-0.12991174986033738,-0.6903149339732532,-0.44521023597064324,1.5625001e-05,8011
-3.3145553560497634,4.744110397566686,14.007907443032703,-0.020343919145309464,0.03591490237738176,0.15409052227089262,1.5625001e-05,10466
0.34700163451618143,-0.9553720782848334,-0.3890379202069888,-0.18638156898594088,0.1828789910888076,-0.19736631249697717,1.5625001e-05,16750
0.3861951579970748,0.06746594201441652,0.1390515029719409,-0.4389027163229745,-1.0078372621985838,-0.30989776934932944,1.5625001e-05,19600
-0.6109473121220074,-0.550123219309772,-0.4476392000239984,0.2432601728113059,0.45215934103913324,-0.08457133918654298,1.5625001e-05,22770
-2.3161216998514935,-0.5158702121180984,-0.04541343630534908,-0.45779984091486636,-0.08067191782611699,-0.06279490257320464,1.5625001e-05,23650
-2.7845123693172327,2.003783230937732,2.6989291611194215,-0.2266641742954445,-0.39135371470909447,-0.14590243371689665,1.5625001e-05,26765
0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771
-0.22020398137002245,-0.5648587438705984,0.4762540486043792,-0.21814468964908562,-0.7932309397452356,-0.14062235067032092,1.5625001e-05,29582
0.9006340450683561,0.63646245167193,-0.47328254312402007,-0.25812674538537694,0.24377161776908662,-0.9977456286252255,1.5625001e-05,34497
0.32953223063014625,-0.18226080365101716,0.03972416095374054,-0.5338889854305544,-1.0286227529652976,-0.2502699157863388,1.5625001e-05,35526
-0.36992353541695316,1.007686765361416,0.7461291620745685,0.05028475073972059,-1.062620123824758,0.040255138314780475,1.5625001e-05,38199
-0.07343075474694963,-0.02863066264395489,0.021511834990086687,-0.30774214648084064,-0.35471410627582356,-0.24434881576750883,1.5625001e-05,46544
0.7830513556321306,0.11504447868722517,0.21580114260966377,-0.7973775135447163,-0.02242610641589686,-0.32202140407915786,1.5625001e-05,46586
0.6741264173204261,0.7198193793173074,-0.5049944634341952,-0.7672358545492751,0.3569161028034653,-0.8065697909836669,1.5625001e-05,47597
1.788899589001341,0.7675804593450813,0.4304363505546898,-0.05591127791949427,0.06675552729846332,-0.07538640573142094,1.5625001e-05,49827
0.6508384347050933,-0.3607305322768391,-0.3871060505466243,-0.05623987077495433,0.18455019178583093,0.5351745457397099,1.5625001e-05,50170
0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534
-0.6891153118921662,0.5404219716334024,1.0260468406149463,0.3977777044557711,-0.1371826294375903,-0.7470277561097829,1.5625001e-05,53000
0.5863454736887974,-1.1127138067032658,0.6870380174550151,-0.11680615469866834,-0.036094974079535186,0.12016846073490275,1.5625001e-05,54442
-3.289108671356897,4.9233781762393205,2.678373873106646,-0.015157768945538753,0.07277595622748384,0.008626976412745454,1.5625001e-05,57698
0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839
-0.7041302677112844,-1.4842289046774453,-1.2939631084623104,-0.4121787451135204,0.2524361130453573,-0.23344426470087512,1.5625001e-05,59117
1.498302003226523,0.5250330267910586,-1.4778409647346142,0.24114607487623102,-0.1265608051955324,0.07555175190169328,1.5625001e-05,59636
-1.529673520702604,-1.6071840021350374,0.5251703509128837,-1.089774201916801,0.06344895226112064,0.779973916098833,1.5625001e-05,63358
