x,y,z,vx,vy,vz,m,id
,,,,,,,1797
,,,,,,,3150
-0.34161812,-0.22234125,-0.10786976,-0.31398395,0.35620433,0.58299220,0.15625001E-04,4591
,,,,,,,5856
,,,,,,,6621
2.1375756,5.3115139,-0.18163191,-0.50140422E-01,-0.18110111,-0.13371688E-01,0.15625001E-04,8011
,,,,,,,10466
-2.7917347,-0.20679462,-3.0098677,-0.34785956,0.66082157E-01,-0.19725333,0.15625001E-04,16750
,,,,,,,19600
,,,,,,,22770
,,,,,,,23650
,,,,,,,26765
,,,,,,,26771
-0.62475038,-0.37750727,-0.58241427,-0.62040411E-01,0.45406044,0.25578862,0.15625001E-04,29582
,,,,,,,34497
-1.7857662,1.9186473,-1.3228585,-0.81200950E-01,0.22831026,-0.20279798,0.15625001E-04,35526
,,,,,,,38199
,,,,,,,46544
,,,,,,,46586
,,,,,,,47597
1.5409669,-1.4468430,0.67405754,-0.18391941,0.20199101,-0.40096793E-01,0.15625001E-04,49827
-0.63096464,0.61709654,0.76073158,-0.15350918,-0.25817908E-01,0.44490880,0.15625001E-04,50170
,,,,,,,50534
,,,,,,,53000
,,,,,,,54442
,,,,,,,57698
,,,,,,,57839
-3.6607125,-0.39681739,1.9810809,-0.82590707E-01,0.98367548E-02,0.25788231E-01,0.15625001E-04,59117
,,,,,,,59636
,,,,,,,63358
