x,y,z,vx,vy,vz,m,id
,,,,,,,1797
,,,,,,,3150
0.26660860,0.48740658,-0.27644735E-01,0.65782316E-01,-0.44722116,-0.35949928,0.15625001E-04,4591
,,,,,,,5856
-0.63597906,0.29512504,1.0643421,-0.19056864,-0.19997969,-0.64605814,0.15625001E-04,6621
-0.26794717E-01,-1.4536542,0.18092732,-0.10429420,-0.58438522,0.36040646,0.15625001E-04,8011
-1.0161921,3.8590181,15.985077,0.29998615E-01,-0.67502126E-01,-0.25100309,0.15625001E-04,10466
0.50619370,-0.24637502,0.11113574,0.27919391,-0.94512111,-0.82430589,0.15625001E-04,16750
1.9169798,2.0816875,-2.1699548,-0.10189607,-0.60175668E-01,0.11660011,0.15625001E-04,19600
1.5079632,-0.28734499,-0.79385376,0.15125248,0.34988761E-01,0.44480613E-02,0.15625001E-04,22770
,,,,,,,23650
0.28136009,0.42883389E-01,-0.34892601,-0.91634262,0.36839128,1.0590166,0.15625001E-04,26765
,,,,,,,26771
0.17540276,0.75193483,0.50178844,0.57431662,0.40688121,0.38727552,0.15625001E-04,29582
0.94052032E-01,-0.91711745E-01,0.31524411,1.1012000,0.57321906,-0.33477613,0.15625001E-04,34497
1.0360987,-0.12704548,1.8951488,-0.34175027E-01,-0.40122963E-01,0.84248506E-01,0.15625001E-04,35526
,,,,,,,38199
0.69271249,-1.2407637,-1.9459430,0.61600860E-01,0.18845764,0.84573612E-01,0.15625001E-04,46544
1.8867393,-0.66223079,0.38112304,-0.34131157,0.23097631,0.46058543E-01,0.15625001E-04,46586
0.37421212,0.50306636,-0.85125908E-01,-1.0031036,0.16585894,-0.12901236,0.15625001E-04,47597
0.10249865,0.60213324E-01,-0.90500534E-01,1.0923027,0.77391958,0.74901694,0.15625001E-04,49827
0.38343775,0.49169001,-0.27586412,0.12631579,-0.39239040,0.34496251,0.15625001E-04,50170
,,,,,,,50534
,,,,,,,53000
-1.4690465,0.18646900E-01,0.17552224,-0.26784551,0.37981471,-0.25304314,0.15625001E-04,54442
,,,,,,,57698
,,,,,,,57839
2.1816325,-0.81943929,-0.99671149,-0.32614574,0.92306182E-01,0.95383950E-01,0.15625001E-04,59117
-1.2638693,1.4171605,-1.0603936,0.16557764,-0.43964278E-01,0.17271803,0.15625001E-04,59636
-5.4565625,-0.91062814,2.3085737,-0.15778627,-0.40873014E-02,0.73134683E-01,0.15625001E-04,63358
