x,y,z,vx,vy,vz,m,id
,,,,,,,1797
,,,,,,,3150
-0.98773288E-02,-0.11692934,0.41150756E-01,-0.87211353,-0.41689438,0.63745964,0.15625001E-04,4591
,,,,,,,5856
,,,,,,,6621
-0.41098562,1.2145234,0.23278557,-0.11541331,0.87096006,0.93127593E-01,0.15625001E-04,8011
28.113653,-9.5903521,14.581691,-0.58583627E-02,0.39501049E-03,-0.10223861E-01,0.15625001E-04,10466
-1.5841322,3.2545016,4.3013520,0.14295080,-0.88054225E-01,-0.43797050E-01,0.15625001E-04,16750
,,,,,,,19600
-0.58674312,-0.82306939,-0.13327570,0.27546391,-0.30789113,0.34253462E-02,0.15625001E-04,22770
,,,,,,,23650
,,,,,,,26765
,,,,,,,26771
0.11925393,0.51088417,0.34167671,0.77033144,-0.89070261,-0.49987756E-01,0.15625001E-04,29582
,,,,,,,34497
-1.1978803,1.6432657,-1.7348863,-0.23559779E-01,0.18643169,-0.23072003,0.15625001E-04,35526
,,,,,,,38199
,,,,,,,46544
0.83353132,2.4803071,2.7130721,-0.36489673E-01,0.90598479E-01,0.11934254,0.15625001E-04,46586
,,,,,,,47597
1.1229312,-0.75743961,0.43275350,-0.17286114,0.26442721,0.40143028E-01,0.15625001E-04,49827
-0.42037508,0.70686638E-01,0.46830255,0.53193837E-01,-0.41741118,0.19520862,0.15625001E-04,50170
,,,,,,,50534
,,,,,,,53000
0.80854309,-0.83478612,0.76266760,-0.17991742,-0.42027208,0.39653316,0.15625001E-04,54442
,,,,,,,57698
,,,,,,,57839
-1.1106294,-0.89113736,-2.0798519,0.73513068E-01,0.73657036E-01,0.14707656,0.15625001E-04,59117
1.1407702,0.73691112,2.0503850,-0.22767232,-0.24937358,-0.35032830,0.15625001E-04,59636
,,,,,,,63358
