x,y,z,vx,vy,vz,m,id
-0.12047267,-0.31832138,0.58894314E-01,-0.79232997,0.56802326,0.25136733,0.15625001E-04,4591
1.0165063,0.59299505,1.7044753,-0.17293161,0.51139243E-01,0.31814897,0.15625001E-04,6621
0.26176962,0.12847811E-01,-2.1725509,-0.17054951E-02,-0.18409160,0.10463553E-01,0.15625001E-04,8011
-3.2474825,8.1466303,31.168156,0.16507899E-01,-0.26726987E-01,-0.88531449E-01,0.15625001E-04,10466
-0.13291389,-0.26304576,-0.44010881,-1.0942866,0.51389170,-0.49554947,0.15625001E-04,16750
-0.63958949,3.7559266,0.95758694,-0.60751949E-01,0.20308261,0.80605201E-01,0.15625001E-04,19600
-0.10454357E-01,-0.13353792,-0.34990877,0.22451141,-0.22356021,-1.2338592,0.15625001E-04,22770
2.1802039,0.51490968,-1.7065501,0.29487669,0.12395877,-0.21065260,0.15625001E-04,26765
0.10432041,-0.67553890,-0.60717785,-0.55084193,0.47836521,0.20631555,0.15625001E-04,29582
-0.93244237,0.33963928,-1.3916109,-0.29318848,-0.14303717,0.86113028E-01,0.15625001E-04,34497
0.61554015,-0.41591123,1.5091281,0.78013763E-01,-0.20530520,0.41445130,0.15625001E-04,35526
0.86209249,0.29711464,1.0690609,0.13796145,-0.23161358,0.45616161E-01,0.15625001E-04,38199
1.3325456,0.13873136,-1.9617023,-0.87216564E-01,0.12188654,0.27345690,0.15625001E-04,46544
-1.3466026,0.21962824,-0.43909144E-01,-0.69820046,-0.81588835E-01,-0.23480107,0.15625001E-04,46586
0.57423317,0.59686685,-0.78220870E-02,-0.16888168,0.74855101,-0.22182646,0.15625001E-04,47597
0.31140101,-0.23991868E-01,1.0534856,-0.32123995,-0.10484876,-0.59834725,0.15625001E-04,49827
0.12332175,0.60878092,-0.26493457,0.27891380,-0.30543783,0.78725502E-01,0.15625001E-04,50170
-0.95692351E-01,-0.76378512,0.85991299,-0.26378009E-01,0.41282922,-0.34973514,0.15625001E-04,53000
-1.3179944,-0.14330748,0.26815382,-0.24463768,0.35213771,-0.20251296,0.15625001E-04,54442
1.3896418,-2.0522623,-2.0639088,-0.12439004E-01,-0.37217963E-01,-0.56575995E-01,0.15625001E-04,59117
-0.21211028,1.7867329,-0.65711111E-01,0.78128770E-01,0.12767287,0.68613745E-01,0.15625001E-04,59636
0.24275783,-3.8710754,-1.0060502,-0.42514741E-01,0.14820592,0.50317429E-01,0.15625001E-04,63358
-2.3152804,-4.5636063,0.63308465,0.12714952,-0.27407842E-01,-0.14732665E-01,0.15625001E-04,5856
0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.85676476E-01,0.15625001E-04,26771
0.16184409,0.64355642,1.2994611,-0.73649824E-01,-0.46022671,-0.33957151,0.15625001E-04,57839
-3.1300402,-1.3874333,1.4429487,0.30496943,0.34918390E-01,-0.15793408,0.15625001E-04,57698
-0.11080591,-1.1051117,4.5203261,-0.55412844E-01,0.68666004E-01,-0.24812740,0.15625001E-04,3150
-1.9531165,-0.36935374,-0.20559065,-0.73411930,-0.13918380,-0.75435936E-01,0.15625001E-04,23650
0.34485880,-2.6589162,-0.69997317,-0.31755161,0.31102611E-01,-0.15626366,0.15625001E-04,50534
-1.1524249,2.6742232,1.6760259,0.18374911,-0.19736862,-0.14185318,0.15625001E-04,1797
