,x,y,z,vx,vy,vz,m,id,speed
0,-0.50068301,0.28571987,0.21851149,0.0051317383,0.43564487,-0.0050916574,1.5625001e-05,4591,0.4357048455897359
1,1.8879703,0.29596835,-1.3433647,0.21449591,0.066444337,0.1528541,1.5625001e-05,6621,0.27163895378407654
2,-0.1686949,1.4509331,0.048051864,0.0065769502,-0.35644633,-0.30756935,1.5625001e-05,8011,0.47084620366296326
3,-4.456955,9.76367,36.026604,0.0078647994,-0.0065052537,-0.012465022,1.5625001e-05,10466,0.016110560783662624
4,-1.4963502,0.68199521,-0.9788155,0.12436958,0.17285289,0.3852511,1.5625001e-05,16750,0.4401866922817391
5,0.749017,0.35841873,-0.93284935,-0.60193729,-0.18638456,0.71820605,1.5625001e-05,19600,0.955451534906685
6,-1.0959153,-0.79817116,-0.87867963,0.089464672,0.11512953,0.006316938,1.5625001e-05,22770,0.14594053556083836
7,-2.7976556,-0.50187552,1.6104089,-0.21100494,-0.10087216,0.10314836,1.5625001e-05,26765,0.2556127178724854
8,0.14672451,0.57251483,0.95798153,0.20667836,-0.11587299,0.16635859,1.5625001e-05,29582,0.289512823154032
9,-1.2201612,-0.25893098,-0.68720108,0.16536283,-0.13179804,0.54153514,1.5625001e-05,34497,0.5813569443536992
10,-0.63916498,1.2400426,-1.3025459,0.22802298,-0.12563932,0.31522205,1.5625001e-05,35526,0.4088332899169847
11,-0.71874112,0.11594208,-1.2669495,-0.34221813,0.29137775,-0.25355336,1.5625001e-05,38199,0.5160460716477251
12,0.30966303,0.43532193,0.025158057,-0.87615728,-0.73868513,0.68333745,1.5625001e-05,46544,1.3342628568436647
13,1.0908145,0.55278116,1.0702463,0.01323156,0.20271984,0.26785809,1.5625001e-05,46586,0.3361820401034346
14,0.65932786,0.5158422,0.056691088,-0.094834723,0.66155511,-0.20538688,1.5625001e-05,47597,0.6991656160951661
15,0.26046735,0.973755,-1.2786722,0.15844612,0.27534607,-0.21626057,1.5625001e-05,49827,0.38430361089147236
16,-0.18534784,0.16136065,-0.044171005,0.75239778,0.57412314,-0.25003922,1.5625001e-05,50170,0.978897037880183
17,-0.61751509,0.43667206,0.34626839,0.47120166,-0.54094738,-0.52206063,1.5625001e-05,53000,0.887244258201549
18,-0.70286548,0.60261923,-0.04532586,-0.013594813,0.7045579,-0.2927148,1.5625001e-05,54442,0.7630652708202326
19,-3.1300402,-1.3874333,1.4429487,0.30496943,0.03491839,-0.15793408,1.5625001e-05,57698,0.3452083730446922
20,0.25302312,1.0027682,0.71899986,-0.085558966,-0.75216335,-0.46744967,1.5625001e-05,59117,0.8897073877007656
21,-0.47507986,0.41659555,-0.41772237,0.77192611,-0.61206162,0.58262038,1.5625001e-05,59636,1.1445242912092783
22,-3.7805872,-0.25280288,0.67612183,-4.8768261e-06,0.028784808,-0.00078299094,1.5625001e-05,63358,0.028795455721214395
23,-2.3152804,-4.5636063,0.63308465,0.12714952,-0.027407842,-0.014732665,1.5625001e-05,5856,0.1309016487953058
24,0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771,0.6187788251600337
25,0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839,0.5766643144640867
26,-0.11080591,-1.1051117,4.5203261,-0.055412844,0.068666004,-0.2481274,1.5625001e-05,3150,0.2633492168514202
27,-1.9531165,-0.36935374,-0.20559065,-0.7341193,-0.1391838,-0.075435936,1.5625001e-05,23650,0.75099524449568
28,0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534,0.35528119688664217
29,-1.1524249,2.6742232,1.6760259,0.18374911,-0.19736862,-0.14185318,1.5625001e-05,1797,0.3046972797098932
