x,y,z,vx,vy,vz,m,id
-1.1511151059123303,2.6746087535994962,1.6764409260644106,0.1838036531781445,-0.19755926204806107,-0.14194910740824845,1.5625001e-05,1797
-0.11080165870870223,-1.1050412237392138,4.520045413140355,-0.05548047002748605,0.06866049334318716,-0.2480298824208971,1.5625001e-05,3150
-0.06394265312272088,0.12281317637413604,-0.039846486639247745,-0.010583296306741548,0.08327282692006666,-0.14978791228613875,1.5625001e-05,4591
-2.315844720495602,-4.563270464709226,0.6332357051560217,0.12711913700501357,-0.02740961955703757,-0.014736761555817155,1.5625001e-05,5856
-0.5949724831936103,0.30629472185413664,1.1050930199201017,-0.19341487557708173,-0.1930736050458887,-0.6175788119568526,1.5625001e-05,6621
-0.8099561348957147,-0.07088162398237428,1.3410066809861494,-0.3605181303679282,0.20944186043053073,0.6152204655081044,1.5625001e-05,8011
-11.490836711541366,-0.19758909084236942,-23.55910667727969,-0.07375376157214306,0.011532995834545217,-0.09123940819681087,1.5625001e-05,10466
0.21608089665627697,-1.1875485309748661,-1.1810709907470105,0.021613939472449675,0.03228244148983392,0.07255720382115644,1.5625001e-05,16750
0.013592722465298857,-1.5392288253268802,-0.7399570952920708,-0.3565299264221761,0.17401672480508149,0.9096412602901834,1.5625001e-05,19600
0.9114648771009127,-0.599618813496785,-0.507444034590167,0.12780091827106382,-0.18618401255151207,-0.11069191555024108,1.5625001e-05,22770
-1.95319804501485,-0.36938665326928516,-0.20555466799953642,-0.734057227956945,-0.13917065596706954,-0.07543309633473094,1.5625001e-05,23650
0.793073432623788,0.8838603453913533,-0.7987413876942484,-0.45896618053584726,-0.5005332230415054,0.4851144299919913,1.5625001e-05,26765
0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771
1.1013409190345906,0.5221421454738311,0.7671224138137038,0.07723031489268428,-0.20095890092118912,-0.1006615858254898,1.5625001e-05,29582
-0.223813144930167,-0.03845210062306996,0.32761387938420977,0.9263972790549521,0.4830196999520214,0.437410605901675,1.5625001e-05,34497
-0.9553244242907675,0.09071400913634546,-1.6720876838568013,-0.5219678805495342,-0.18663049100776347,0.11695343246681783,1.5625001e-05,35526
0.8753832945907873,0.29864592460229705,1.0877435137328944,0.1418445980211002,-0.23341464376672394,0.048135700334940516,1.5625001e-05,38199
0.571174738920481,1.731877850524453,0.6679549666492541,-0.024222892779798142,0.428894281778884,0.32833441096500887,1.5625001e-05,46544
0.9361062375343268,-0.2670274405934463,-0.010592468643280787,1.0452873447330564,-0.015916513744974305,0.5629518299911989,1.5625001e-05,46586
0.0538290546464594,0.3103649509433844,-0.09160089270181575,-0.13833353737207038,-0.4748913554251188,0.1674442186291906,1.5625001e-05,47597
-0.29530176821333143,-1.1298063930740643,-1.1862018306417372,-0.03163186677712198,-0.2259133803286688,-0.33804017653502755,1.5625001e-05,49827
0.16874147020065686,0.1569994000842246,-0.13103817539380333,0.18842643462658262,-0.034892234538530804,0.21143552732046553,1.5625001e-05,50170
0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534
-0.08999971874447046,-0.7744688611696109,0.8610932316866328,-0.03047771200596563,0.42166374991826144,-0.34489809238955005,1.5625001e-05,53000
1.9969124400518088,-0.12143711251229823,0.035219680700244664,-0.14751468302603477,-0.37975331315923194,0.3644020259825142,1.5625001e-05,54442
-3.114193363498401,-1.3899534247649363,1.4333480744980522,0.30443299992921874,0.035092891452468036,-0.15762503148142898,1.5625001e-05,57698
0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839
-1.730054217344448,0.5614314881110258,1.511737554993686,-0.2927236547249157,0.09333043074271305,-0.21752165937454299,1.5625001e-05,59117
0.5079772968648943,0.3915057069041455,0.4399931260110681,0.181026428893238,0.16234051781646242,0.10503363103976568,1.5625001e-05,59636
0.18241518622028782,2.583605331427055,0.894930394913733,0.4752054086947653,0.22938895035155374,0.12234808379652533,1.5625001e-05,63358
