x,y,z,vx,vy,vz,m,id
,,,,,,,1797
,,,,,,,3150
0.43752380E-01,0.62156335E-01,-0.29479948,-1.1198800,-0.46827501,-0.71540093E-02,0.15625001E-04,4591
,,,,,,,5856
,,,,,,,6621
-1.6185671,0.75863594,1.7243288,0.44379660,-0.11994493,-0.47210935,0.15625001E-04,8011
,,,,,,,10466
-1.1200000,0.61089724,-0.51849902E-01,-0.74728221,0.63937575,0.44365680,0.15625001E-04,16750
,,,,,,,19600
,,,,,,,22770
,,,,,,,23650
,,,,,,,26765
,,,,,,,26771
0.61571711,-0.31457546,-0.12217239,-0.32264730,-0.31952359E-01,-0.17500557,0.15625001E-04,29582
,,,,,,,34497
,,,,,,,35526
,,,,,,,38199
,,,,,,,46544
,,,,,,,46586
,,,,,,,47597
0.17647736,-0.55753571,-2.4932287,0.93441047E-01,-0.11306316,-0.25542292,0.15625001E-04,49827
0.37046444E-01,0.17838898,-0.78133428,-0.27077332,0.31581336,0.72883713,0.15625001E-04,50170
,,,,,,,50534
,,,,,,,53000
,,,,,,,54442
,,,,,,,57698
,,,,,,,57839
2.8610222,-2.2748373,0.14264947,0.13106221,-0.11279325,0.16895754E-01,0.15625001E-04,59117
,,,,,,,59636
,,,,,,,63358
