x,y,z,vx,vy,vz,m,id
,,,,,,,1797
,,,,,,,3150
-0.43753931,0.29791397,0.91742253,0.42845786,0.59757892E-01,-0.85006282E-01,0.15625001E-04,4591
,,,,,,,5856
,,,,,,,6621
2.0658748,5.1743493,-0.50234246,0.27962383E-01,0.18272378E-01,-0.21654395E-01,0.15625001E-04,8011
,,,,,,,10466
0.74784946,0.97103524,2.5303781,0.33624771,0.56467380E-01,0.45592856,0.15625001E-04,16750
,,,,,,,19600
,,,,,,,22770
,,,,,,,23650
,,,,,,,26765
,,,,,,,26771
-0.92646942E-01,-0.19395904,-0.28965053,-0.77091092,0.69599932,0.37564000,0.15625001E-04,29582
,,,,,,,34497
,,,,,,,35526
,,,,,,,38199
,,,,,,,46544
,,,,,,,46586
,,,,,,,47597
2.0450292,-2.4309990,-0.13123976,-0.33065364E-01,0.39822366E-01,0.75272426E-01,0.15625001E-04,49827
,,,,,,,50170
,,,,,,,50534
,,,,,,,53000
,,,,,,,54442
,,,,,,,57698
,,,,,,,57839
0.69862425,2.0491092,-1.6192768,-0.10041621,-0.36667889,0.27887088,0.15625001E-04,59117
,,,,,,,59636
,,,,,,,63358
